OID_,FORESTNAME,ZONE_CODE,COUNT,AREA,MIN,MAX,MEAN
1,Manti-La Sal National Forest,1,9.000000000000000,0.014400000000000,3.544598579406738,14.046637535095215,8.462658299340143
2,Pike and San Isabel National Forests,2,957.000000000000000,1.531200000000003,0.000000000000000,34.912364959716797,8.250501177403120
3,Rio Grande National Forest,3,506.000000000000000,0.809600000000001,0.298936009407043,65.486198425292969,9.448178992205460
4,San Juan National Forest,4,537.000000000000000,0.859200000000002,1.879566788673401,73.222717285156250,19.574202136842455
5,Arapaho and Roosevelt National Forests,5,676.000000000000000,1.081600000000002,0.268030613660812,54.540588378906250,16.114763593003602
6,"Grand Mesa, Uncompahgre and Gunnison National Forests",6,815.000000000000000,1.304000000000002,1.674115061759949,65.936607360839844,23.822107906429320
7,White River National Forest,7,655.000000000000000,1.048000000000002,4.306859970092773,66.469596862792969,27.855579234261562
8,Medicine Bow-Routt National Forest,8,379.000000000000000,0.606400000000001,10.839633941650391,84.536933898925781,34.161214420852083
